Table_Name,Column_Name,Query_Type,Range_Min,Range_Max,Result Set Returned,Min_Execution_Time,Max_Execution_Time,Avg_Execution_Time,Med_Execution_Time,Std_Deviation_Exe_Time
lineitem_table,L_EXTENDEDPRICE,SELECTION QUERY,40392.19186,95129.34163,2668903,49.63752293586731,66.07409262657166,59.04052448272705,58.72531008720398,5.842750186025971
lineitem_table,L_EXTENDEDPRICE,SELECTION QUERY,69065.16751,98695.57041,678504,23.20068860054016,29.110299825668335,24.825957441329955,23.55548620223999,2.2181463995547124
lineitem_table,L_EXTENDEDPRICE,JOIN QUERY,40392.19186,95129.34163,2668903,74.30533576011658,125.93375396728516,108.38061623573303,120.57382607460022,19.165663967747562
lineitem_table,L_EXTENDEDPRICE,JOIN QUERY,69065.16751,98695.57041,678504,32.410406827926636,51.59240007400513,38.476126527786256,32.985076665878296,7.645384452138585
order_table,O_TOTALPRICE,SELECTION QUERY,33001.78473,330210.85302,1338112,10.871163034439087,10.698864936828613,11.188579797744751,10.790809631347656,0.1772140796891535
order_table,O_TOTALPRICE,SELECTION QUERY,157780.00088,528477.31962,675719,6.72154393196106,6.420316696166992,7.312802314758301,6.619202613830566,0.31081027841352127
order_table,O_TOTALPRICE,JOIN QUERY,33001.78473,330210.85302,5582051,219.5470530986786,464.2176833152771,379.1136069774628,396.32263231277466,85.76764832511836
order_table,O_TOTALPRICE,JOIN QUERY,157780.00088,528477.31962,3825399,304.89349842071533,645.5646541118622,460.00791029930116,352.5484540462494,152.4491706560686
lineitem_table,L_ORDERKEY,SELECTION QUERY,3089591,3524093,435505,7.329795598983765,34.918965339660645,15.858302021026612,10.98270058631897,9.855958118129818
lineitem_table,L_ORDERKEY,SELECTION QUERY,1274919,2507192,1232374,20.174425840377808,38.26304841041565,27.051880168914796,26.906562566757202,6.6285462048346995
lineitem_table,L_ORDERKEY,JOIN QUERY,3089591,3524093,435505,11.063653707504272,13.270385980606079,11.869528245925903,11.73326849937439,0.7686717278891364
lineitem_table,L_ORDERKEY,JOIN QUERY,1274919,2507192,1232374,30.074745893478394,43.83585071563721,33.86537113189697,31.976653575897217,5.044267986757635
order_table,O_ORDERKEY,JOIN QUERY,3089591,3524093,435505,10.302124738693237,12.916619300842285,10.8863760471344,10.3840651512146,1.0172919103561446
order_table,O_ORDERKEY,JOIN QUERY,1274919,2507192,1232374,28.81546950340271,31.703810453414917,30.46772108078003,30.448530912399292,0.9647517946469597
order_table,O_ORDERKEY,SELECTION QUERY,3089591,3524093,108624,0.8475151062011719,3.0672407150268555,1.7611897468566895,1.6840319633483887,0.7563291186854898
order_table,O_ORDERKEY,SELECTION QUERY,1274919,2507192,308065,2.3236653804779053,2.5795202255249023,2.4585893630981444,2.474581480026245,0.10036421767252024
